*HD111721h
*
*  Heap STIS not version 2
set .z.units = "Ergs/s/cm**2/A"
set .z.label = "Flux"
set .table.bandwidth = 2.74
*
     5616.02    2.38362E-12
     5618.76    2.39089E-12
     5621.50    2.40251E-12
     5624.24    2.39974E-12
     5626.98    2.40536E-12
     5629.72    2.43269E-12
     5632.46    2.43397E-12
     5635.20    2.41440E-12
     5637.94    2.41120E-12
     5640.68    2.41007E-12
     5643.42    2.41853E-12
     5646.16    2.43538E-12
     5648.90    2.43158E-12
     5651.64    2.38698E-12
     5654.38    2.45223E-12
     5657.12    2.43108E-12
     5659.86    2.35827E-12
     5662.60    2.34624E-12
     5665.34    2.35575E-12
     5668.08    2.36923E-12
     5670.82    2.38182E-12
     5673.56    2.39287E-12
     5676.30    2.38639E-12
     5679.04    2.35635E-12
     5681.78    2.36507E-12
     5684.52    2.39042E-12
     5687.26    2.39392E-12
     5690.00    2.38999E-12
     5692.74    2.37852E-12
     5695.48    2.37420E-12
     5698.22    2.39234E-12
     5700.96    2.36740E-12
     5703.70    2.31069E-12
     5706.44    2.30541E-12
     5709.18    2.32495E-12
     5711.92    2.36692E-12
     5714.66    2.39621E-12
     5717.40    2.38540E-12
     5720.14    2.37832E-12
     5722.88    2.37048E-12
     5725.62    2.39733E-12
     5728.36    2.43648E-12
     5731.10    2.38307E-12
     5733.84    2.33510E-12
     5736.58    2.40133E-12
     5739.32    2.43929E-12
     5742.06    2.40829E-12
     5744.80    2.39517E-12
     5747.54    2.38980E-12
     5750.28    2.38232E-12
     5753.02    2.37692E-12
     5755.76    2.37898E-12
     5758.50    2.38630E-12
     5761.24    2.39922E-12
     5763.98    2.41517E-12
     5766.72    2.43884E-12
     5769.46    2.44035E-12
     5772.20    2.42900E-12
     5774.94    2.42919E-12
     5777.68    2.42506E-12
     5780.42    2.39485E-12
     5783.16    2.37838E-12
     5785.90    2.39124E-12
     5788.64    2.40220E-12
     5791.38    2.41528E-12
     5794.12    2.40968E-12
     5796.86    2.39704E-12
     5799.60    2.39058E-12
     5802.34    2.40281E-12
     5805.08    2.47107E-12
     5807.82    2.48523E-12
     5810.56    2.41259E-12
     5813.30    2.39907E-12
     5816.04    2.41142E-12
     5818.78    2.40129E-12
     5821.52    2.39315E-12
     5824.26    2.41212E-12
     5827.00    2.42577E-12
     5829.74    2.42420E-12
     5832.48    2.41615E-12
     5835.22    2.39944E-12
     5837.96    2.39962E-12
     5840.70    2.40256E-12
     5843.44    2.37102E-12
     5846.18    2.34402E-12
     5848.92    2.35299E-12
     5851.66    2.35658E-12
     5854.40    2.34717E-12
     5857.14    2.34788E-12
     5859.88    2.35448E-12
     5862.62    2.36534E-12
     5865.36    2.37662E-12
     5868.10    2.37112E-12
     5870.84    2.38736E-12
     5873.58    2.47074E-12
     5876.32    2.47587E-12
     5879.06    2.39621E-12
     5881.80    2.37505E-12
     5884.54    2.36917E-12
     5887.28    2.31539E-12
     5890.02    2.26862E-12
     5892.76    2.26702E-12
     5895.50    2.28536E-12
     5898.24    2.33185E-12
     5900.98    2.36208E-12
     5903.72    2.38376E-12
     5906.46    2.37002E-12
     5909.20    2.34562E-12
     5911.94    2.34999E-12
     5914.68    2.35702E-12
     5917.42    2.35578E-12
     5920.16    2.36650E-12
     5922.90    2.39512E-12
     5925.64    2.39157E-12
     5928.38    2.37080E-12
     5931.12    2.34841E-12
     5933.86    2.33487E-12
     5936.60    2.35437E-12
     5939.34    2.36783E-12
     5942.08    2.36484E-12
     5944.82    2.36765E-12
     5947.56    2.37360E-12
     5950.30    2.37116E-12
     5953.04    2.36604E-12
     5955.78    2.36678E-12
     5958.52    2.36537E-12
     5961.26    2.35479E-12
     5964.00    2.35265E-12
     5966.74    2.36285E-12
     5969.48    2.36017E-12
     5972.22    2.35126E-12
     5974.96    2.34395E-12
     5977.70    2.33976E-12
     5980.44    2.34549E-12
     5983.18    2.35023E-12
     5985.92    2.34883E-12
     5988.66    2.35670E-12
     5991.40    2.37325E-12
     5994.14    2.36555E-12
     5996.88    2.35042E-12
     5999.62    2.35709E-12
     6002.36    2.36133E-12
     6005.10    2.34679E-12
     6007.84    2.34106E-12
     6010.58    2.34815E-12
     6013.32    2.35044E-12
     6016.06    2.35160E-12
     6018.80    2.35529E-12
     6021.54    2.35751E-12
     6024.28    2.35025E-12
     6027.02    2.34876E-12
     6029.76    2.35955E-12
     6032.50    2.37152E-12
     6035.24    2.38789E-12
     6037.98    2.36956E-12
     6040.72    2.33940E-12
     6043.46    2.34947E-12
     6046.20    2.35833E-12
     6048.94    2.33517E-12
     6051.68    2.32850E-12
     6054.42    2.35611E-12
     6057.16    2.34143E-12
     6059.90    2.30401E-12
     6062.64    2.31796E-12
     6065.38    2.33282E-12
     6068.12    2.27168E-12
     6070.86    2.24556E-12
     6073.60    2.31787E-12
     6076.34    2.34450E-12
     6079.08    2.32838E-12
     6081.82    2.33557E-12
     6084.56    2.34815E-12
     6087.30    2.34909E-12
     6090.04    2.34720E-12
     6092.78    2.34879E-12
     6095.52    2.34210E-12
     6098.26    2.32132E-12
     6101.00    2.30782E-12
     6103.74    2.29801E-12
     6106.48    2.29804E-12
     6109.22    2.30551E-12
     6111.96    2.32695E-12
     6114.70    2.33412E-12
     6117.44    2.30361E-12
     6120.18    2.28868E-12
     6122.92    2.28754E-12
     6125.66    2.30294E-12
     6128.40    2.32563E-12
     6131.14    2.31202E-12
     6133.88    2.29018E-12
     6136.62    2.27276E-12
     6139.36    2.26877E-12
     6142.10    2.29147E-12
     6144.84    2.28733E-12
     6147.58    2.26478E-12
     6150.32    2.26802E-12
     6153.06    2.27800E-12
     6155.80    2.27850E-12
     6158.54    2.26833E-12
     6161.28    2.23265E-12
     6164.02    2.22184E-12
     6166.76    2.23944E-12
     6169.50    2.26041E-12
     6172.24    2.28643E-12
     6174.98    2.29539E-12
     6177.72    2.30167E-12
     6180.46    2.31828E-12
     6183.20    2.32987E-12
     6185.94    2.33800E-12
     6188.68    2.32173E-12
     6191.42    2.28234E-12
     6194.16    2.28337E-12
     6196.90    2.29758E-12
     6199.64    2.28981E-12
     6202.38    2.28513E-12
     6205.12    2.30074E-12
     6207.86    2.30070E-12
     6210.60    2.27997E-12
     6213.34    2.26049E-12
     6216.08    2.24146E-12
     6218.82    2.25739E-12
     6221.56    2.28136E-12
     6224.30    2.29133E-12
     6227.04    2.28912E-12
     6229.78    2.26378E-12
     6232.52    2.25905E-12
     6235.26    2.27188E-12
     6238.00    2.27704E-12
     6240.74    2.27395E-12
     6243.48    2.22958E-12
     6246.22    2.19857E-12
     6248.96    2.23060E-12
     6251.70    2.24501E-12
     6254.44    2.22775E-12
     6257.18    2.23048E-12
     6259.92    2.24305E-12
     6262.66    2.26581E-12
     6265.40    2.28517E-12
     6268.14    2.27440E-12
     6270.88    2.26335E-12
     6273.62    2.25780E-12
     6276.36    2.26381E-12
     6279.10    2.28226E-12
     6281.84    2.29687E-12
     6284.58    2.30670E-12
     6287.32    2.28915E-12
     6290.06    2.26960E-12
     6292.80    2.27269E-12
     6295.54    2.25809E-12
     6298.28    2.20391E-12
     6301.02    2.20205E-12
     6303.76    2.23287E-12
     6306.50    2.24775E-12
     6309.24    2.25822E-12
     6311.98    2.26676E-12
     6314.72    2.26234E-12
     6317.46    2.22782E-12
     6320.20    2.22075E-12
     6322.94    2.24355E-12
     6325.68    2.24812E-12
     6328.42    2.24700E-12
     6331.16    2.25256E-12
     6333.90    2.25436E-12
     6336.64    2.24097E-12
     6339.38    2.23306E-12
     6342.12    2.23402E-12
     6344.86    2.24022E-12
     6347.60    2.25179E-12
     6350.34    2.25912E-12
     6353.08    2.26225E-12
     6355.82    2.25481E-12
     6358.56    2.24431E-12
     6361.30    2.22964E-12
     6364.04    2.22667E-12
     6366.78    2.23741E-12
     6369.52    2.24474E-12
     6372.26    2.25238E-12
     6375.00    2.26346E-12
     6377.74    2.27076E-12
     6380.48    2.26303E-12
     6383.22    2.25899E-12
     6385.96    2.26817E-12
     6388.70    2.25867E-12
     6391.44    2.23431E-12
     6394.18    2.22810E-12
     6396.92    2.22877E-12
     6399.66    2.22853E-12
     6402.40    2.22842E-12
     6405.14    2.22693E-12
     6407.88    2.22779E-12
     6410.62    2.23327E-12
     6413.36    2.22886E-12
     6416.10    2.21899E-12
     6418.84    2.21141E-12
     6421.58    2.20884E-12
     6424.32    2.22472E-12
     6427.06    2.22877E-12
     6429.80    2.20176E-12
     6432.54    2.20284E-12
     6435.28    2.22722E-12
     6438.02    2.23444E-12
     6440.76    2.23672E-12
     6443.50    2.24534E-12
     6446.24    2.24817E-12
     6448.98    2.23313E-12
     6451.72    2.22686E-12
     6454.46    2.23503E-12
     6457.20    2.23316E-12
     6459.94    2.22606E-12
     6462.68    2.20850E-12
     6465.42    2.19543E-12
     6468.16    2.21274E-12
     6470.90    2.23025E-12
     6473.64    2.24248E-12
     6476.38    2.24315E-12
     6479.12    2.23122E-12
     6481.86    2.23475E-12
     6484.60    2.24227E-12
     6487.34    2.23785E-12
     6490.08    2.22416E-12
     6492.82    2.19004E-12
     6495.56    2.17509E-12
     6498.30    2.18808E-12
     6501.04    2.20265E-12
     6503.78    2.22283E-12
     6506.52    2.23722E-12
     6509.26    2.24985E-12
     6512.00    2.26970E-12
     6514.74    2.27082E-12
     6517.48    2.22839E-12
     6520.22    2.21401E-12
     6522.96    2.22689E-12
     6525.70    2.23188E-12
     6528.44    2.23725E-12
     6531.18    2.25239E-12
     6533.92    2.25877E-12
     6536.66    2.23309E-12
     6539.40    2.21528E-12
     6542.14    2.21295E-12
     6544.88    2.21097E-12
     6547.62    2.21097E-12
     6550.36    2.19664E-12
     6553.10    2.16848E-12
     6555.84    2.11749E-12
     6558.58    2.05397E-12
     6561.32    1.95149E-12
     6564.06    1.93822E-12
     6566.80    2.02458E-12
     6569.54    2.10319E-12
     6572.28    2.18457E-12
     6575.02    2.19887E-12
     6577.76    2.19759E-12
     6580.50    2.22030E-12
     6583.24    2.23376E-12
     6585.98    2.23224E-12
     6588.72    2.22409E-12
     6591.46    2.20820E-12
     6594.20    2.21826E-12
     6596.94    2.23545E-12
     6599.68    2.23290E-12
     6602.42    2.22964E-12
     6605.16    2.23396E-12
     6607.90    2.23459E-12
     6610.64    2.22835E-12
     6613.38    2.23939E-12
     6616.12    2.25750E-12
     6618.86    2.24378E-12
     6621.60    2.22726E-12
     6624.34    2.23602E-12
     6627.08    2.24074E-12
     6629.82    2.23374E-12
     6632.56    2.22924E-12
     6635.30    2.22592E-12
     6638.04    2.21862E-12
     6640.78    2.20980E-12
     6643.52    2.19188E-12
     6646.26    2.20075E-12
     6649.00    2.29521E-12
     6651.74    2.31417E-12
     6654.48    2.22058E-12
     6657.22    2.19903E-12
     6659.96    2.20759E-12
     6662.70    2.20389E-12
     6665.44    2.20214E-12
     6668.18    2.20875E-12
     6670.92    2.21539E-12
     6673.66    2.22204E-12
     6676.40    2.22005E-12
     6679.14    2.20896E-12
     6681.88    2.21305E-12
     6684.62    2.22219E-12
     6687.36    2.21970E-12
     6690.10    2.21866E-12
     6692.84    2.22950E-12
     6695.58    2.23328E-12
     6698.32    2.22632E-12
     6701.06    2.22205E-12
     6703.80    2.21745E-12
     6706.54    2.20334E-12
     6709.28    2.18919E-12
     6712.02    2.18846E-12
     6714.76    2.18885E-12
     6717.50    2.18692E-12
     6720.24    2.18546E-12
     6722.98    2.18425E-12
     6725.72    2.18476E-12
     6728.46    2.18653E-12
     6731.20    2.19081E-12
     6733.94    2.19223E-12
     6736.68    2.18166E-12
     6739.42    2.17962E-12
     6742.16    2.19482E-12
     6744.90    2.19454E-12
     6747.64    2.18510E-12
     6750.38    2.17491E-12
     6753.12    2.16784E-12
     6755.86    2.17881E-12
     6758.60    2.18884E-12
     6761.34    2.19272E-12
     6764.08    2.18705E-12
     6766.82    2.16895E-12
     6769.56    2.16527E-12
     6772.30    2.16865E-12
     6775.04    2.17441E-12
     6777.78    2.17941E-12
     6780.52    2.17535E-12
     6783.26    2.17931E-12
     6786.00    2.20485E-12
     6788.74    2.19645E-12
     6791.48    2.16337E-12
     6794.22    2.15770E-12
     6796.96    2.16255E-12
     6799.70    2.17342E-12
     6802.44    2.17677E-12
     6805.18    2.15759E-12
     6807.92    2.14933E-12
     6810.66    2.15203E-12
     6813.40    2.16564E-12
     6816.14    2.18413E-12
     6818.88    2.16726E-12
     6821.62    2.14773E-12
     6824.36    2.15376E-12
     6827.10    2.16388E-12
     6829.84    2.18248E-12
     6832.58    2.17626E-12
     6835.32    2.14919E-12
     6838.06    2.13889E-12
     6840.80    2.13780E-12
     6843.54    2.15397E-12
     6846.28    2.16901E-12
     6849.02    2.17184E-12
     6851.76    2.17162E-12
     6854.50    2.16912E-12
     6857.24    2.15893E-12
     6859.98    2.14380E-12
     6862.72    2.13509E-12
     6865.46    2.13354E-12
     6868.20    2.15249E-12
     6870.94    2.15816E-12
     6873.68    2.13012E-12
     6876.42    2.12685E-12
     6879.16    2.14380E-12
     6881.90    2.14994E-12
     6884.64    2.15356E-12
     6887.38    2.16023E-12
     6890.12    2.16365E-12
     6892.86    2.14824E-12
     6895.60    2.16544E-12
     6898.34    2.25129E-12
     6901.08    2.22169E-12
     6903.82    2.12742E-12
     6906.56    2.11655E-12
     6909.30    2.12734E-12
     6912.04    2.11992E-12
     6914.78    2.12116E-12
     6917.52    2.14376E-12
     6920.26    2.15164E-12
     6923.00    2.14630E-12
     6925.74    2.14608E-12
     6928.48    2.14569E-12
     6931.22    2.13945E-12
     6933.96    2.13184E-12
     6936.70    2.12202E-12
     6939.44    2.12181E-12
     6942.18    2.14122E-12
     6944.92    2.13535E-12
     6947.66    2.11471E-12
     6950.40    2.11357E-12
     6953.14    2.12050E-12
     6955.88    2.13361E-12
     6958.62    2.14341E-12
     6961.36    2.14400E-12
     6964.10    2.14455E-12
     6966.84    2.14503E-12
     6969.58    2.14251E-12
     6972.32    2.13656E-12
     6975.06    2.11830E-12
     6977.80    2.10378E-12
     6980.54    2.11116E-12
     6983.28    2.11457E-12
     6986.02    2.10565E-12
     6988.76    2.11304E-12
     6991.50    2.13142E-12
     6994.24    2.12257E-12
     6996.98    2.10453E-12
     6999.72    2.09185E-12
     7002.46    2.08815E-12
     7005.20    2.10155E-12
     7007.94    2.11325E-12
     7010.68    2.12757E-12
     7013.42    2.11130E-12
     7016.16    2.08078E-12
     7018.90    2.08544E-12
     7021.64    2.10068E-12
     7024.38    2.11981E-12
     7027.12    2.12586E-12
     7029.86    2.10834E-12
     7032.60    2.09825E-12
     7035.34    2.09111E-12
     7038.08    2.10444E-12
     7040.82    2.12221E-12
     7043.56    2.11019E-12
     7046.30    2.10291E-12
     7049.04    2.12413E-12
     7051.78    2.12809E-12
     7054.52    2.10876E-12
     7057.26    2.10180E-12
     7060.00    2.10142E-12
     7062.74    2.12612E-12
     7065.48    2.14654E-12
     7068.22    2.12331E-12
     7070.96    2.10243E-12
     7073.70    2.09280E-12
     7076.44    2.09087E-12
     7079.18    2.09746E-12
     7081.92    2.08778E-12
     7084.66    2.07399E-12
     7087.40    2.07446E-12
     7090.14    2.07896E-12
     7092.88    2.08604E-12
     7095.62    2.08910E-12
     7098.36    2.08468E-12
     7101.10    2.09217E-12
     7103.84    2.10499E-12
     7106.58    2.09418E-12
     7109.32    2.07987E-12
     7112.06    2.08251E-12
     7114.80    2.08636E-12
     7117.54    2.09088E-12
     7120.28    2.08519E-12
     7123.02    2.06833E-12
     7125.76    2.07338E-12
     7128.50    2.08631E-12
     7131.24    2.08537E-12
     7133.98    2.08074E-12
     7136.72    2.07391E-12
     7139.46    2.07062E-12
     7142.20    2.07167E-12
     7144.94    2.07670E-12
     7147.68    2.08466E-12
     7150.42    2.07899E-12
     7153.16    2.06864E-12
     7155.90    2.06091E-12
     7158.64    2.05452E-12
     7161.38    2.05180E-12
     7164.12    2.04284E-12
     7166.86    2.02466E-12
     7169.60    2.04102E-12
     7172.34    2.06854E-12
     7175.08    2.04362E-12
     7177.82    2.01910E-12
     7180.56    2.03574E-12
     7183.30    2.04495E-12
     7186.04    2.03906E-12
     7188.78    2.03243E-12
     7191.52    2.02409E-12
     7194.26    2.05633E-12
     7197.00    2.09004E-12
     7199.74    2.05940E-12
     7202.48    2.02705E-12
     7205.22    2.00939E-12
     7207.96    2.01407E-12
     7210.70    2.04649E-12
     7213.44    2.05785E-12
     7216.18    2.06076E-12
     7218.92    2.06165E-12
     7221.66    2.06566E-12
     7224.40    2.08715E-12
     7227.14    2.09502E-12
     7229.88    2.07765E-12
     7232.62    2.06835E-12
     7235.36    2.06226E-12
     7238.10    2.05819E-12
     7240.84    2.05667E-12
     7243.58    2.06156E-12
     7246.32    2.06184E-12
     7249.06    2.04684E-12
     7251.80    2.04123E-12
     7254.54    2.04770E-12
     7257.28    2.04627E-12
     7260.02    2.04221E-12
     7262.76    2.04363E-12
     7265.50    2.04599E-12
     7268.24    2.04600E-12
     7270.98    2.04656E-12
     7273.72    2.04977E-12
     7276.46    2.04749E-12
     7279.20    2.04052E-12
     7281.94    2.03771E-12
     7284.68    2.03549E-12
     7287.42    2.02826E-12
     7290.16    2.02318E-12
     7292.90    2.02349E-12
     7295.64    2.02905E-12
     7298.38    2.04313E-12
     7301.12    2.04761E-12
     7303.86    2.04610E-12
     7306.60    2.03486E-12
     7309.34    2.01918E-12
     7312.08    1.99854E-12
     7314.82    1.99401E-12
     7317.56    2.02065E-12
     7320.30    2.03570E-12
     7323.04    2.04223E-12
     7325.78    2.06731E-12
     7328.52    2.09127E-12
     7331.26    2.06001E-12
     7334.00    2.03137E-12
     7336.74    2.04582E-12
     7339.48    2.05335E-12
     7342.22    2.05106E-12
     7344.96    2.04122E-12
     7347.70    2.02532E-12
     7350.44    2.01909E-12
     7353.18    2.01864E-12
     7355.92    2.02724E-12
     7358.66    2.03345E-12
     7361.40    2.03023E-12
     7364.14    2.03406E-12
     7366.88    2.04524E-12
     7369.62    2.04695E-12
     7372.36    2.04304E-12
     7375.10    2.03269E-12
     7377.84    2.01991E-12
     7380.58    2.00568E-12
     7383.32    1.99748E-12
     7386.06    1.99902E-12
     7388.80    1.99510E-12
     7391.54    1.98938E-12
     7394.28    2.00740E-12
     7397.02    2.02636E-12
     7399.76    2.01110E-12
     7402.50    1.99387E-12
     7405.24    1.98394E-12
     7407.98    1.97799E-12
     7410.72    1.97634E-12
     7413.46    1.97497E-12
     7416.20    1.97643E-12
     7418.94    1.99195E-12
     7421.68    2.00673E-12
     7424.42    2.00904E-12
     7427.16    2.00487E-12
     7429.90    1.99060E-12
     7432.64    1.98439E-12
     7435.38    1.98308E-12
     7438.12    1.98889E-12
     7440.86    1.99477E-12
     7443.60    1.98113E-12
     7446.34    1.97515E-12
     7449.08    1.99402E-12
     7451.82    2.00704E-12
     7454.56    2.01630E-12
     7457.30    2.00886E-12
     7460.04    1.99184E-12
     7462.78    1.98950E-12
     7465.52    1.98777E-12
     7468.26    1.97096E-12
     7471.00    1.96978E-12
     7473.74    2.00377E-12
     7476.48    2.00373E-12
     7479.22    1.97822E-12
     7481.96    1.98813E-12
     7484.70    2.00472E-12
     7487.44    1.98603E-12
     7490.18    1.96975E-12
     7492.92    1.97516E-12
     7495.66    1.97955E-12
     7498.40    1.98346E-12
     7501.14    1.98271E-12
     7503.88    1.97868E-12
     7506.62    1.97271E-12
     7509.36    1.96499E-12
     7512.10    1.95129E-12
     7514.84    1.94969E-12
     7517.58    1.97485E-12
     7520.32    1.97846E-12
     7523.06    1.96467E-12
     7525.80    1.96017E-12
     7528.54    1.96028E-12
     7531.28    1.97285E-12
     7534.02    1.98245E-12
     7536.76    1.97692E-12
     7539.50    1.97246E-12
     7542.24    1.97136E-12
     7544.98    1.96304E-12
     7547.72    1.95107E-12
     7550.46    1.95389E-12
     7553.20    1.95960E-12
     7555.94    1.95820E-12
     7558.68    1.95173E-12
     7561.42    1.93307E-12
     7564.16    1.93304E-12
     7566.90    1.95091E-12
     7569.64    1.96014E-12
     7572.38    1.96543E-12
     7575.12    1.96065E-12
     7577.86    1.95426E-12
     7580.60    1.95067E-12
     7583.34    1.95161E-12
     7586.08    1.96184E-12
     7588.82    1.95845E-12
     7591.56    1.94721E-12
     7594.30    1.95102E-12
     7597.04    1.95571E-12
     7599.78    1.94173E-12
     7602.52    1.93366E-12
     7605.26    1.94457E-12
     7608.00    1.94737E-12
     7610.74    1.94294E-12
     7613.48    1.93554E-12
     7616.22    1.92825E-12
     7618.96    1.94224E-12
     7621.70    1.95444E-12
     7624.44    1.94388E-12
     7627.18    1.93689E-12
     7629.92    1.93567E-12
     7632.66    1.94317E-12
     7635.40    1.95783E-12
     7638.14    1.95156E-12
     7640.88    1.93954E-12
     7643.62    1.94299E-12
     7646.36    1.93801E-12
     7649.10    1.90561E-12
     7651.84    1.89506E-12
     7654.58    1.91073E-12
     7657.32    1.90547E-12
     7660.06    1.89237E-12
     7662.80    1.88403E-12
     7665.54    1.88552E-12
     7668.28    1.91424E-12
     7671.02    1.93375E-12
     7673.76    1.93428E-12
     7676.50    1.93533E-12
     7679.24    1.93438E-12
     7681.98    1.94337E-12
     7684.72    1.95104E-12
     7687.46    1.93606E-12
     7690.20    1.91453E-12
     7692.94    1.88608E-12
     7695.68    1.87327E-12
     7698.42    1.87798E-12
     7701.16    1.88929E-12
     7703.90    1.90698E-12
     7706.64    1.91652E-12
     7709.38    1.92155E-12
     7712.12    1.92075E-12
     7714.86    1.91850E-12
     7717.60    1.91566E-12
     7720.34    1.91219E-12
     7723.08    1.90789E-12
     7725.82    1.90570E-12
     7728.56    1.90529E-12
     7731.30    1.91250E-12
     7734.04    1.91046E-12
     7736.78    1.87905E-12
     7739.52    1.86439E-12
     7742.26    1.87484E-12
     7745.00    1.86857E-12
     7747.74    1.85691E-12
     7750.48    1.87029E-12
     7753.22    1.89038E-12
     7755.96    1.90434E-12
     7758.70    1.91134E-12
     7761.44    1.90784E-12
     7764.18    1.90286E-12
     7766.92    1.89481E-12
     7769.66    1.89714E-12
     7772.40    1.90178E-12
     7775.14    1.89068E-12
     7777.88    1.87843E-12
     7780.62    1.87205E-12
     7783.36    1.86938E-12
     7786.10    1.87192E-12
     7788.84    1.87258E-12
     7791.58    1.87283E-12
     7794.32    1.87331E-12
     7797.06    1.87239E-12
     7799.80    1.86623E-12
     7802.54    1.86122E-12
     7805.28    1.85694E-12
     7808.02    1.86377E-12
     7810.76    1.88342E-12
     7813.50    1.88755E-12
     7816.24    1.88565E-12
     7818.98    1.88971E-12
     7821.72    1.89513E-12
     7824.46    1.90545E-12
     7827.20    1.90274E-12
     7829.94    1.87610E-12
     7832.68    1.86886E-12
     7835.42    1.87268E-12
     7838.16    1.87568E-12
     7840.90    1.88043E-12
     7843.64    1.89040E-12
     7846.38    1.89155E-12
     7849.12    1.87400E-12
     7851.86    1.85673E-12
     7854.60    1.83565E-12
     7857.34    1.84230E-12
     7860.08    1.86192E-12
     7862.82    1.85734E-12
     7865.56    1.84811E-12
     7868.30    1.84508E-12
     7871.04    1.83955E-12
     7873.78    1.82393E-12
     7876.52    1.83227E-12
     7879.26    1.85880E-12
     7882.00    1.85488E-12
     7884.74    1.84616E-12
     7887.48    1.87081E-12
     7890.22    1.88795E-12
     7892.96    1.87619E-12
     7895.70    1.86602E-12
     7898.44    1.85731E-12
     7901.18    1.84647E-12
     7903.92    1.83642E-12
     7906.66    1.84802E-12
     7909.40    1.85698E-12
     7912.14    1.83335E-12
     7914.88    1.81792E-12
     7917.62    1.81973E-12
     7920.36    1.82787E-12
     7923.10    1.84379E-12
     7925.84    1.84846E-12
     7928.58    1.84664E-12
     7931.32    1.83635E-12
     7934.06    1.82569E-12
     7936.80    1.81688E-12
     7939.54    1.81810E-12
     7942.28    1.83405E-12
     7945.02    1.83712E-12
     7947.76    1.83464E-12
     7950.50    1.83895E-12
     7953.24    1.84467E-12
     7955.98    1.85293E-12
     7958.72    1.84982E-12
     7961.46    1.81276E-12
     7964.20    1.83306E-12
     7966.94    1.90841E-12
     7969.68    1.88307E-12
     7972.42    1.82377E-12
     7975.16    1.82699E-12
     7977.90    1.83960E-12
     7980.64    1.84052E-12
     7983.38    1.84757E-12
     7986.12    1.86991E-12
     7988.86    1.85950E-12
     7991.60    1.83065E-12
     7994.34    1.83916E-12
     7997.08    1.85086E-12
     7999.82    1.82579E-12
     8002.56    1.81168E-12
     8005.30    1.83048E-12
     8008.04    1.83468E-12
     8010.78    1.82673E-12
     8013.52    1.81910E-12
     8016.26    1.81186E-12
     8019.00    1.81651E-12
     8021.74    1.82191E-12
     8024.48    1.82023E-12
     8027.22    1.81934E-12
     8029.96    1.81892E-12
     8032.70    1.82357E-12
     8035.44    1.83175E-12
     8038.18    1.83492E-12
     8040.92    1.83293E-12
     8043.66    1.81641E-12
     8046.40    1.80661E-12
     8049.14    1.81309E-12
     8051.88    1.82606E-12
     8054.62    1.85070E-12
     8057.36    1.83811E-12
     8060.10    1.80969E-12
     8062.84    1.81284E-12
     8065.58    1.82134E-12
     8068.32    1.82157E-12
     8071.06    1.82235E-12
     8073.80    1.82699E-12
     8076.54    1.82144E-12
     8079.28    1.80845E-12
     8082.02    1.81154E-12
     8084.76    1.81639E-12
     8087.50    1.80013E-12
     8090.24    1.78896E-12
     8092.98    1.79407E-12
     8095.72    1.80529E-12
     8098.46    1.82615E-12
     8101.20    1.83113E-12
     8103.94    1.82778E-12
     8106.68    1.82478E-12
     8109.42    1.82193E-12
     8112.16    1.82445E-12
     8114.90    1.82001E-12
     8117.64    1.79949E-12
     8120.38    1.79685E-12
     8123.12    1.80747E-12
     8125.86    1.80857E-12
     8128.60    1.80454E-12
     8131.34    1.78985E-12
     8134.08    1.77703E-12
     8136.82    1.77015E-12
     8139.56    1.77652E-12
     8142.30    1.80314E-12
     8145.04    1.80444E-12
     8147.78    1.79392E-12
     8150.52    1.79930E-12
     8153.26    1.80670E-12
     8156.00    1.80780E-12
     8158.74    1.80591E-12
     8161.48    1.79710E-12
     8164.22    1.80053E-12
     8166.96    1.81457E-12
     8169.70    1.82349E-12
     8172.44    1.82740E-12
     8175.18    1.81457E-12
     8177.92    1.79615E-12
     8180.66    1.77208E-12
     8183.40    1.76199E-12
     8186.14    1.77248E-12
     8188.88    1.77140E-12
     8191.62    1.76643E-12
     8194.36    1.77024E-12
     8197.10    1.77485E-12
     8199.84    1.77141E-12
     8202.58    1.77034E-12
     8205.32    1.77917E-12
     8208.06    1.77327E-12
     8210.80    1.75240E-12
     8213.54    1.75328E-12
     8216.28    1.76427E-12
     8219.02    1.77819E-12
     8221.76    1.78710E-12
     8224.50    1.77832E-12
     8227.24    1.77499E-12
     8229.98    1.78456E-12
     8232.72    1.77653E-12
     8235.46    1.75836E-12
     8238.20    1.75334E-12
     8240.94    1.75176E-12
     8243.68    1.74655E-12
     8246.42    1.74279E-12
     8249.16    1.73875E-12
     8251.90    1.74767E-12
     8254.64    1.77285E-12
     8257.38    1.76665E-12
     8260.12    1.74991E-12
     8262.86    1.76985E-12
     8265.60    1.78894E-12
     8268.34    1.78073E-12
     8271.08    1.77145E-12
     8273.82    1.76073E-12
     8276.56    1.76105E-12
     8279.30    1.76930E-12
     8282.04    1.77033E-12
     8284.78    1.76855E-12
     8287.52    1.76922E-12
     8290.26    1.75799E-12
     8293.00    1.71305E-12
     8295.74    1.70597E-12
     8298.48    1.74320E-12
     8301.22    1.75134E-12
     8303.96    1.74742E-12
     8306.70    1.73220E-12
     8309.44    1.72269E-12
     8312.18    1.74495E-12
     8314.92    1.75925E-12
     8317.66    1.75958E-12
     8320.40    1.74846E-12
     8323.14    1.72606E-12
     8325.88    1.70978E-12
     8328.62    1.70229E-12
     8331.36    1.72708E-12
     8334.10    1.74902E-12
     8336.84    1.74791E-12
