*HD111721h
*
*  Heap STIS not version 2
set .z.units = "Ergs/s/cm**2/A"
set .z.label = "Flux"
set .table.bandwidth = 2.74
*
     8339.58    1.75031E-12
     8342.32    1.75820E-12
     8345.06    1.75584E-12
     8347.80    1.74840E-12
     8350.54    1.75062E-12
     8353.28    1.75096E-12
     8356.02    1.73964E-12
     8358.76    1.72311E-12
     8361.50    1.69405E-12
     8364.24    1.69002E-12
     8366.98    1.70668E-12
     8369.72    1.72107E-12
     8372.46    1.73350E-12
     8375.20    1.72763E-12
     8377.94    1.72067E-12
     8380.68    1.72266E-12
     8383.42    1.72172E-12
     8386.16    1.71683E-12
     8388.90    1.71103E-12
     8391.64    1.70578E-12
     8394.38    1.72073E-12
     8397.12    1.74135E-12
     8399.86    1.75894E-12
     8402.60    1.76336E-12
     8405.34    1.74461E-12
     8408.08    1.73180E-12
     8410.82    1.72230E-12
     8413.56    1.70825E-12
     8416.30    1.69695E-12
     8419.04    1.71207E-12
     8421.78    1.72586E-12
     8424.52    1.71803E-12
     8427.26    1.71431E-12
     8430.00    1.71932E-12
     8432.74    1.71443E-12
     8435.48    1.70458E-12
     8438.22    1.70808E-12
     8440.96    1.71577E-12
     8443.70    1.72207E-12
     8446.44    1.72437E-12
     8449.18    1.71869E-12
     8451.92    1.71553E-12
     8454.66    1.71275E-12
     8457.40    1.73073E-12
     8460.14    1.75428E-12
     8462.88    1.74019E-12
     8465.62    1.71894E-12
     8468.36    1.70325E-12
     8471.10    1.69876E-12
     8473.84    1.71307E-12
     8476.58    1.71587E-12
     8479.32    1.71257E-12
     8482.06    1.69304E-12
     8484.80    1.66930E-12
     8487.54    1.66239E-12
     8490.28    1.65093E-12
     8493.02    1.62336E-12
     8495.76    1.60294E-12
     8498.50    1.58458E-12
     8501.24    1.60818E-12
     8503.98    1.65456E-12
     8506.72    1.68220E-12
     8509.46    1.69715E-12
     8512.20    1.68528E-12
     8514.94    1.68444E-12
     8517.68    1.71059E-12
     8520.42    1.71146E-12
     8523.16    1.69548E-12
     8525.90    1.67702E-12
     8528.64    1.65681E-12
     8531.38    1.65495E-12
     8534.12    1.62759E-12
     8536.86    1.53347E-12
     8539.60    1.47140E-12
     8542.34    1.43254E-12
     8545.08    1.47572E-12
     8547.82    1.56910E-12
     8550.56    1.61224E-12
     8553.30    1.64217E-12
     8556.04    1.67522E-12
     8558.78    1.68961E-12
     8561.52    1.67111E-12
     8564.26    1.67020E-12
     8567.00    1.68006E-12
     8569.74    1.69241E-12
     8572.48    1.70356E-12
     8575.22    1.69827E-12
     8577.96    1.68863E-12
     8580.70    1.67224E-12
     8583.44    1.67694E-12
     8586.18    1.71404E-12
     8588.92    1.71453E-12
     8591.66    1.69728E-12
     8594.40    1.69403E-12
     8597.14    1.69503E-12
     8599.88    1.70192E-12
     8602.62    1.70197E-12
     8605.36    1.68520E-12
     8608.10    1.68351E-12
     8610.84    1.69410E-12
     8613.58    1.70218E-12
     8616.32    1.70804E-12
     8619.06    1.69948E-12
     8621.80    1.69195E-12
     8624.54    1.69672E-12
     8627.28    1.69833E-12
     8630.02    1.69758E-12
     8632.76    1.68486E-12
     8635.50    1.66516E-12
     8638.24    1.67311E-12
     8640.98    1.68278E-12
     8643.72    1.66471E-12
     8646.46    1.64475E-12
     8649.20    1.63033E-12
     8651.94    1.61178E-12
     8654.68    1.59115E-12
     8657.42    1.54251E-12
     8660.16    1.48770E-12
     8662.90    1.47597E-12
     8665.64    1.50131E-12
     8668.38    1.59482E-12
     8671.12    1.65417E-12
     8673.86    1.66049E-12
     8676.60    1.66406E-12
     8679.34    1.65790E-12
     8682.08    1.67324E-12
     8684.82    1.68549E-12
     8687.56    1.65199E-12
     8690.30    1.63561E-12
     8693.04    1.67364E-12
     8695.78    1.68282E-12
     8698.52    1.66368E-12
     8701.26    1.65603E-12
     8704.00    1.65230E-12
     8706.74    1.65847E-12
     8709.48    1.66363E-12
     8712.22    1.65744E-12
     8714.96    1.65043E-12
     8717.70    1.64045E-12
     8720.44    1.64237E-12
     8723.18    1.65314E-12
     8725.92    1.66561E-12
     8728.66    1.67565E-12
     8731.40    1.66810E-12
     8734.14    1.66079E-12
     8736.88    1.66204E-12
     8739.62    1.66107E-12
     8742.36    1.65837E-12
     8745.10    1.65268E-12
     8747.84    1.64393E-12
     8750.58    1.62666E-12
     8753.32    1.61179E-12
     8756.06    1.60971E-12
     8758.80    1.61483E-12
     8761.54    1.63053E-12
     8764.28    1.63969E-12
     8767.02    1.64501E-12
     8769.76    1.64651E-12
     8772.50    1.64505E-12
     8775.24    1.64249E-12
     8777.98    1.63793E-12
     8780.72    1.62865E-12
     8783.46    1.62509E-12
     8786.20    1.62753E-12
     8788.94    1.63514E-12
     8791.68    1.64639E-12
     8794.42    1.65269E-12
     8797.16    1.65220E-12
     8799.90    1.63810E-12
     8802.64    1.61956E-12
     8805.38    1.59031E-12
     8808.12    1.58784E-12
     8810.86    1.60885E-12
     8813.60    1.60615E-12
     8816.34    1.59741E-12
     8819.08    1.60343E-12
     8821.82    1.60753E-12
     8824.56    1.59605E-12
     8827.30    1.59922E-12
     8830.04    1.62465E-12
     8832.78    1.63553E-12
     8835.52    1.63889E-12
     8838.26    1.62567E-12
     8841.00    1.61169E-12
     8843.74    1.62299E-12
     8846.48    1.62493E-12
     8849.22    1.60135E-12
     8851.96    1.59098E-12
     8854.70    1.59078E-12
     8857.44    1.59447E-12
     8860.18    1.60064E-12
     8862.92    1.59979E-12
     8865.66    1.59914E-12
     8868.40    1.60262E-12
     8871.14    1.60691E-12
     8873.88    1.61206E-12
     8876.62    1.61768E-12
     8879.36    1.62349E-12
     8882.10    1.62393E-12
     8884.84    1.62063E-12
     8887.58    1.61267E-12
     8890.32    1.60463E-12
     8893.06    1.59715E-12
     8895.80    1.59345E-12
     8898.54    1.59233E-12
     8901.28    1.60606E-12
     8904.02    1.62648E-12
     8906.76    1.63202E-12
     8909.50    1.63444E-12
     8912.24    1.63955E-12
     8914.98    1.64241E-12
     8917.72    1.64553E-12
     8920.46    1.63397E-12
     8923.20    1.61151E-12
     8925.94    1.60457E-12
     8928.68    1.59822E-12
     8931.42    1.56880E-12
     8934.16    1.55121E-12
     8936.90    1.56790E-12
     8939.64    1.57019E-12
     8942.38    1.55482E-12
     8945.12    1.56916E-12
     8947.86    1.59615E-12
     8950.60    1.60020E-12
     8953.34    1.60284E-12
     8956.08    1.62170E-12
     8958.82    1.63016E-12
     8961.56    1.62039E-12
     8964.30    1.61329E-12
     8967.04    1.60583E-12
     8969.78    1.60102E-12
     8972.52    1.59845E-12
     8975.26    1.60101E-12
     8978.00    1.60099E-12
     8980.74    1.58932E-12
     8983.48    1.59056E-12
     8986.22    1.60605E-12
     8988.96    1.62757E-12
     8991.70    1.65149E-12
     8994.44    1.64504E-12
     8997.18    1.62572E-12
     8999.92    1.59831E-12
     9002.66    1.57925E-12
     9005.40    1.57750E-12
     9008.14    1.56847E-12
     9010.88    1.55489E-12
     9013.62    1.55371E-12
     9016.36    1.55721E-12
     9019.10    1.55223E-12
     9021.84    1.55493E-12
     9024.58    1.58128E-12
     9027.32    1.59353E-12
     9030.06    1.58720E-12
     9032.80    1.58468E-12
     9035.54    1.58221E-12
     9038.28    1.58548E-12
     9041.02    1.58939E-12
     9043.76    1.58722E-12
     9046.50    1.58808E-12
     9049.24    1.59718E-12
     9051.98    1.59902E-12
     9054.72    1.59485E-12
     9057.46    1.59346E-12
     9060.20    1.58946E-12
     9062.94    1.56834E-12
     9065.68    1.54873E-12
     9068.42    1.53684E-12
     9071.16    1.54541E-12
     9073.90    1.58912E-12
     9076.64    1.59503E-12
     9079.38    1.58075E-12
     9082.12    1.57416E-12
     9084.86    1.56684E-12
     9087.60    1.55438E-12
     9090.34    1.54623E-12
     9093.08    1.54510E-12
     9095.82    1.55060E-12
     9098.56    1.56334E-12
     9101.30    1.57805E-12
     9104.04    1.59044E-12
     9106.78    1.57458E-12
     9109.52    1.55924E-12
     9112.26    1.56619E-12
     9115.00    1.57232E-12
     9117.74    1.57470E-12
     9120.48    1.58092E-12
     9123.22    1.58934E-12
     9125.96    1.59125E-12
     9128.70    1.58930E-12
     9131.44    1.58117E-12
     9134.18    1.57783E-12
     9136.92    1.59149E-12
     9139.66    1.58541E-12
     9142.40    1.55743E-12
     9145.14    1.54487E-12
     9147.88    1.53995E-12
     9150.62    1.54832E-12
     9153.36    1.55578E-12
     9156.10    1.54291E-12
     9158.84    1.54383E-12
     9161.58    1.57380E-12
     9164.32    1.57878E-12
     9167.06    1.56796E-12
     9169.80    1.55104E-12
     9172.54    1.53731E-12
     9175.28    1.55676E-12
     9178.02    1.57614E-12
     9180.76    1.58823E-12
     9183.50    1.57610E-12
     9186.24    1.53004E-12
     9188.98    1.53058E-12
     9191.72    1.55164E-12
     9194.46    1.54471E-12
     9197.20    1.53468E-12
     9199.94    1.53953E-12
     9202.68    1.53520E-12
     9205.42    1.50936E-12
     9208.16    1.50395E-12
     9210.90    1.51326E-12
     9213.64    1.51977E-12
     9216.38    1.52477E-12
     9219.12    1.51902E-12
     9221.86    1.51484E-12
     9224.60    1.52175E-12
     9227.34    1.52087E-12
     9230.08    1.50784E-12
     9232.82    1.50861E-12
     9235.56    1.51848E-12
     9238.30    1.55261E-12
     9241.04    1.57898E-12
     9243.78    1.54892E-12
     9246.52    1.52821E-12
     9249.26    1.53618E-12
     9252.00    1.53995E-12
     9254.74    1.54291E-12
     9257.48    1.53978E-12
     9260.22    1.53362E-12
     9262.96    1.52905E-12
     9265.70    1.52415E-12
     9268.44    1.51672E-12
     9271.18    1.51432E-12
     9273.92    1.52159E-12
     9276.66    1.51290E-12
     9279.40    1.49619E-12
     9282.14    1.49744E-12
     9284.88    1.50595E-12
     9287.62    1.52112E-12
     9290.36    1.52594E-12
     9293.10    1.50654E-12
     9295.84    1.50244E-12
     9298.58    1.51130E-12
     9301.32    1.51730E-12
     9304.06    1.52129E-12
     9306.80    1.51035E-12
     9309.54    1.50287E-12
     9312.28    1.51500E-12
     9315.02    1.52347E-12
     9317.76    1.52616E-12
     9320.50    1.52605E-12
     9323.24    1.52337E-12
     9325.98    1.52696E-12
     9328.72    1.53226E-12
     9331.46    1.53695E-12
     9334.20    1.53710E-12
     9336.94    1.52797E-12
     9339.68    1.52340E-12
     9342.42    1.52380E-12
     9345.16    1.51426E-12
     9347.90    1.50178E-12
     9350.64    1.50264E-12
     9353.38    1.50667E-12
     9356.12    1.51172E-12
     9358.86    1.50802E-12
     9361.60    1.48650E-12
     9364.34    1.48589E-12
     9367.08    1.49826E-12
     9369.82    1.48891E-12
     9372.56    1.47481E-12
     9375.30    1.47311E-12
     9378.04    1.47401E-12
     9380.78    1.47681E-12
     9383.52    1.47558E-12
     9386.26    1.46777E-12
     9389.00    1.47817E-12
     9391.74    1.49695E-12
     9394.48    1.50270E-12
     9397.22    1.50289E-12
     9399.96    1.49680E-12
     9402.70    1.49344E-12
     9405.44    1.49621E-12
     9408.18    1.49652E-12
     9410.92    1.49559E-12
     9413.66    1.48502E-12
     9416.40    1.47474E-12
     9419.14    1.48879E-12
     9421.88    1.49719E-12
     9424.62    1.48152E-12
     9427.36    1.47147E-12
     9430.10    1.46584E-12
     9432.84    1.47390E-12
     9435.58    1.48883E-12
     9438.32    1.47836E-12
     9441.06    1.46525E-12
     9443.80    1.46820E-12
     9446.54    1.47346E-12
     9449.28    1.48264E-12
     9452.02    1.48003E-12
     9454.76    1.46730E-12
     9457.50    1.46381E-12
     9460.24    1.46315E-12
     9462.98    1.45916E-12
     9465.72    1.45791E-12
     9468.46    1.46617E-12
     9471.20    1.46616E-12
     9473.94    1.45492E-12
     9476.68    1.44626E-12
     9479.42    1.43839E-12
     9482.16    1.44192E-12
     9484.90    1.44630E-12
     9487.64    1.43553E-12
     9490.38    1.43399E-12
     9493.12    1.45678E-12
     9495.86    1.45817E-12
     9498.60    1.44000E-12
     9501.34    1.45288E-12
     9504.08    1.47460E-12
     9506.82    1.46917E-12
     9509.56    1.45988E-12
     9512.30    1.45430E-12
     9515.04    1.45721E-12
     9517.78    1.47396E-12
     9520.52    1.48087E-12
     9523.26    1.48233E-12
     9526.00    1.46898E-12
     9528.74    1.45214E-12
     9531.48    1.44695E-12
     9534.22    1.44320E-12
     9536.96    1.43938E-12
     9539.70    1.43430E-12
     9542.44    1.42839E-12
     9545.18    1.41603E-12
     9547.92    1.40371E-12
     9550.66    1.41634E-12
     9553.40    1.42776E-12
     9556.14    1.41368E-12
     9558.88    1.41222E-12
     9561.62    1.43574E-12
     9564.36    1.43882E-12
     9567.10    1.43058E-12
     9569.84    1.43306E-12
     9572.58    1.43520E-12
     9575.32    1.42098E-12
     9578.06    1.41540E-12
     9580.80    1.43657E-12
     9583.54    1.44023E-12
     9586.28    1.42515E-12
     9589.02    1.41955E-12
     9591.76    1.41867E-12
     9594.50    1.43201E-12
     9597.24    1.44407E-12
     9599.98    1.43882E-12
     9602.72    1.43483E-12
     9605.46    1.43473E-12
     9608.20    1.43541E-12
     9610.94    1.43712E-12
     9613.68    1.43768E-12
     9616.42    1.44100E-12
     9619.16    1.46413E-12
     9621.90    1.46923E-12
     9624.64    1.42373E-12
     9627.38    1.40100E-12
     9630.12    1.40198E-12
     9632.86    1.41328E-12
     9635.60    1.43144E-12
     9638.34    1.41954E-12
     9641.08    1.40502E-12
     9643.82    1.41481E-12
     9646.56    1.41335E-12
     9649.30    1.38414E-12
     9652.04    1.37972E-12
     9654.78    1.39347E-12
     9657.52    1.40192E-12
     9660.26    1.40596E-12
     9663.00    1.38788E-12
     9665.74    1.37520E-12
     9668.48    1.38701E-12
     9671.22    1.39431E-12
     9673.96    1.39628E-12
     9676.70    1.39631E-12
     9679.44    1.39434E-12
     9682.18    1.39392E-12
     9684.92    1.39104E-12
     9687.66    1.37534E-12
     9690.40    1.37232E-12
     9693.14    1.39385E-12
     9695.88    1.41112E-12
     9698.62    1.42683E-12
     9701.36    1.45245E-12
     9704.10    1.47645E-12
     9706.84    1.47117E-12
     9709.58    1.45344E-12
     9712.32    1.42277E-12
     9715.06    1.40413E-12
     9717.80    1.40321E-12
     9720.54    1.39511E-12
     9723.28    1.38610E-12
     9726.02    1.39484E-12
     9728.76    1.40584E-12
     9731.50    1.40236E-12
     9734.24    1.39429E-12
     9736.98    1.37697E-12
     9739.72    1.37833E-12
     9742.46    1.39826E-12
     9745.20    1.40289E-12
     9747.94    1.40306E-12
     9750.68    1.41225E-12
     9753.42    1.41839E-12
     9756.16    1.41485E-12
     9758.90    1.40428E-12
     9761.64    1.37985E-12
     9764.38    1.37554E-12
     9767.12    1.38340E-12
     9769.86    1.38726E-12
     9772.60    1.38910E-12
     9775.34    1.38142E-12
     9778.08    1.38028E-12
     9780.82    1.40013E-12
     9783.56    1.39886E-12
     9786.30    1.37345E-12
     9789.04    1.37976E-12
     9791.78    1.39864E-12
     9794.52    1.40087E-12
     9797.26    1.39927E-12
     9800.00    1.39685E-12
     9802.74    1.39761E-12
     9805.48    1.40664E-12
     9808.22    1.40213E-12
     9810.96    1.38827E-12
     9813.70    1.38206E-12
     9816.44    1.37460E-12
     9819.18    1.34781E-12
     9821.92    1.33594E-12
     9824.66    1.36422E-12
     9827.40    1.37808E-12
     9830.14    1.37459E-12
     9832.88    1.39233E-12
     9835.62    1.41704E-12
     9838.36    1.41008E-12
     9841.10    1.40292E-12
     9843.84    1.43137E-12
     9846.58    1.43486E-12
     9849.32    1.38425E-12
     9852.06    1.37700E-12
     9854.80    1.39939E-12
     9857.54    1.38808E-12
     9860.28    1.36923E-12
     9863.02    1.36907E-12
     9865.76    1.37554E-12
     9868.50    1.39097E-12
     9871.24    1.39621E-12
     9873.98    1.38942E-12
     9876.72    1.38268E-12
     9879.46    1.37361E-12
     9882.20    1.35912E-12
     9884.94    1.34819E-12
     9887.68    1.35466E-12
     9890.42    1.35976E-12
     9893.16    1.36028E-12
     9895.90    1.35579E-12
     9898.64    1.34640E-12
     9901.38    1.33744E-12
     9904.12    1.32697E-12
     9906.86    1.30464E-12
     9909.60    1.29966E-12
     9912.34    1.34506E-12
     9915.08    1.36844E-12
     9917.82    1.35535E-12
     9920.56    1.38032E-12
     9923.30    1.42136E-12
     9926.04    1.40693E-12
     9928.78    1.37974E-12
     9931.52    1.37526E-12
     9934.26    1.37432E-12
     9937.00    1.37641E-12
     9939.74    1.37410E-12
     9942.48    1.36865E-12
     9945.22    1.34990E-12
     9947.96    1.33004E-12
     9950.70    1.35081E-12
     9953.44    1.36462E-12
     9956.18    1.32831E-12
     9958.92    1.31696E-12
     9961.66    1.34612E-12
     9964.40    1.36078E-12
     9967.14    1.37131E-12
     9969.88    1.37946E-12
     9972.62    1.37907E-12
     9975.36    1.35183E-12
     9978.10    1.33464E-12
     9980.84    1.34579E-12
     9983.58    1.35259E-12
     9986.32    1.35819E-12
     9989.06    1.34552E-12
     9991.80    1.32975E-12
     9994.54    1.36337E-12
     9997.28    1.39711E-12
    10000.02    1.39164E-12
    10002.76    1.39451E-12
    10005.50    1.42193E-12
    10008.24    1.41258E-12
    10010.98    1.37895E-12
    10013.72    1.36206E-12
    10016.46    1.34997E-12
    10019.20    1.34401E-12
    10021.94    1.32822E-12
    10024.68    1.28108E-12
    10027.42    1.26916E-12
    10030.16    1.29813E-12
    10032.90    1.29259E-12
    10035.64    1.27728E-12
    10038.38    1.29897E-12
    10041.12    1.32204E-12
    10043.86    1.32000E-12
    10046.60    1.31547E-12
    10049.34    1.31162E-12
    10052.08    1.30119E-12
    10054.82    1.28532E-12
    10057.56    1.31330E-12
    10060.30    1.35174E-12
    10063.04    1.34913E-12
    10065.78    1.34294E-12
    10068.52    1.34996E-12
    10071.26    1.34395E-12
    10074.00    1.31939E-12
    10076.74    1.31810E-12
    10079.48    1.32775E-12
    10082.22    1.32228E-12
    10084.96    1.32654E-12
    10087.70    1.38245E-12
    10090.44    1.40071E-12
    10093.18    1.33758E-12
    10095.92    1.32356E-12
    10098.66    1.34334E-12
    10101.40    1.33306E-12
    10104.14    1.31740E-12
    10106.88    1.32279E-12
    10109.62    1.33520E-12
    10112.36    1.35827E-12
    10115.10    1.36201E-12
    10117.84    1.34135E-12
    10120.58    1.32009E-12
    10123.32    1.29683E-12
    10126.06    1.30310E-12
    10128.80    1.31402E-12
    10131.54    1.30412E-12
    10134.28    1.29506E-12
    10137.02    1.28918E-12
    10139.76    1.29342E-12
    10142.50    1.30887E-12
    10145.24    1.29008E-12
    10147.98    1.26415E-12
    10150.72    1.29250E-12
    10153.46    1.31436E-12
    10156.20    1.28319E-12
    10158.94    1.27445E-12
    10161.68    1.30272E-12
    10164.42    1.31098E-12
    10167.16    1.30940E-12
    10169.90    1.27776E-12
    10172.64    1.24970E-12
    10175.38    1.27670E-12
    10178.12    1.31067E-12
    10180.86    1.34919E-12
    10183.60    1.35693E-12
    10186.34    1.33385E-12
    10189.08    1.32217E-12
    10191.82    1.31215E-12
    10194.56    1.40879E-12
    10197.30    1.26743E-12
    10200.04    3.64245E-13
    10202.78   -1.45622E-13
    10205.52   -2.22127E-15
